title,contents,published_date,people,organizations,url
Bank Secrecy Act Data Key to IRS-CI Cracking Many Financial Crime Cases - CPA Practice Advisor,"The IRS Criminal Investigation unit released new statistics on March 28 highlighting how the agency has investigated financial crimes using Bank Secrecy Act data.

Under the BSA, which was enacted in 1970, financial institutions use suspicious activity reports to notify the federal government when they encounter instances of potential money laundering or tax evasion. This data is used by federal agencies like IRS-CI to investigate money laundering and related financial crimes.

During fiscal years 2022, 2023, and 2024, 87.3% of IRS-CI’s criminal investigations recommended for prosecution had a primary subject with a related BSA filing, and adjudicated cases resulted in a 97.3% conviction rate with defendants receiving average prison sentences of 37 months. IRS-CI also used BSA data to identify $21.1 billion in fraud tied to tax and financial crimes, seize $8.2 billion in assets tied to criminal activity, and obtain $1.4 billion in restitution for crime victims.

Guy Ficco

“Public-private partnerships thrive when everyone mutually benefits, and to enhance our partnership with the financial industry, we plan to launch CI-FIRST which will promote information-sharing, streamline processes, and demonstrate how valuable BSA data is to criminal investigations,” said IRS-CI Chief Guy Ficco.

CI-FIRST (Feedback in Response to Strategic Threats), which was introduced on Friday, is a new initiative that will establish ongoing engagement with financial institutions, IRS-CI said.

The program will ensure that financial institutions receive quantifiable results from IRS-CI on how the agency uses suspicious activity reports to investigate federal crimes. As part of this initiative, IRS-CI will also streamline subpoena requests and share pointers with financial institutions on what to include in suspicious activity reports to maximize impact.

CI-FIRST will address what’s working and what can be improved, offering continuous lines of communication between partners, IRS-CI said. The IRS unit’s headquarters will work with larger financial institutions that have a national and international presence, while its field office personnel will work with regional and community banks and credit unions.

IRS-CI special agents ran an average of 966,900 searches annually against currency transaction reports during the last three fiscal years. Nearly 1,600 cases were opened in fiscal year 2024 with at least one currency transaction report on the primary subject. The data also indicates that 67.4% of cases opened by IRS-CI had a subject with one of more currency transaction reports below $40,000, with 50% of currency transaction reports involving amounts less than $22,230.

BSA data has also proven to be effective in helping IRS-CI combat narcotics trafficking and pandemic-era tax fraud. Since fiscal year 2020, IRS-CI has used BSA data to initiate nearly 1,300 investigations with ties to fentanyl and investigate alleged Employee Retention Credit fraud totaling $5.5 billion.",2025-03-28T21:00:41,"['Guy Ficco', 'Employee Retention Credit', '’s headquarters']","['IRS-CI’s', 'BSA', 'IRS-CI', 'Bank Secrecy Act', 'IRS', 'CI-FIRST', 'The IRS Criminal Investigation']",https://www.cpapracticeadvisor.com/2025/03/28/bank-secrecy-act-data-key-to-irs-ci-cracking-many-financial-crime-cases/158070/
How Consilient Is Innovating Financial Crime Prevention With AI - GovCon Wire,"According to noted national security expert Juan Zarate , financial institutions have been in dire need of updated management technologies to match the current threat landscape. All of the “illicit finance challenges,” as Zarate put it in exclusive comment to GovCon Wire, demand a more effective, efficient and flexible system.

That’s where Consilient comes in.

Zarate, who was deputy national security adviser for combating terrorism at the White House in the 2000s, co-founded Consilient in 2020 with Dr. Gary Shiffman , a government affairs expert in his own right who served in a top Department of Homeland Security position, taught at Georgetown University for decades and is a go-to authority in all things artificial intelligence. Zarate is also a two-time winner of the prestigious Wash100 Award, GovCon’s highest honor.

An AI Inflection Point

AI is crucial to Consilient’s strategy; the company was ahead of the curve with the technology, seizing upon federated machine learning as a prime route to combatting financial crime risk years before ChatGPT ushered in the AI boom.

At the Potomac Officers Club’s 2025 AI Summit on March 20, luminaries from government and industry will discuss AI’s potential in matters of logistics management, economics, cybersecurity, American defense and much more. Don’t miss this exciting GovCon conference — register before tickets are gone!

Along its half-decade journey, Consilient has formed key collaborations with Intel and K2 Integrity, as well as international entities like Harex InfoTech to establish an interconnected, global network of partners.

We wanted to know more about how Consilient is leveraging AI and ML, so we got in touch with Zarate for a further investigation into what is unique about the organization’s approach to anti-money laundering and countering the financing of terrorism, a.k.a. AML/CFT.

GovCon Wire: What problem is Consilient trying to solve?

Juan Zarate: Consilient’s mission is to be at the center of the redesign of this system so we are preventing financial crime and fraud more effectively and efficiently on a global basis. Consilient’s concept is simple, but the implications are transformational. We are the first company to apply federated AI (or federated learning) to help discover financial crime risk dynamically, collaboratively and more effectively across data sets, institutions, sectors and borders — without ever having to move, extract, or aggregate data.

This changes the paradigm for the management of illicit finance risks and fraud — moving to “insight sharing” through the sharing of models, as opposed to classic movement of data to share information; allowing data to reside and remain secure in situ, as opposed to trying to move or aggregate data into data lakes or secure enclaves; using behavioral analytics to discover unseen risk, as opposed to rules-based systems that result in 98 percent false positives in bank systems; allowing for collaboration between institutions and even between regulators and the private sector, as opposed to relying on slow, reactive ways to share information.

GCW: What results are you seeing with your customers and what’s your outlook for market expansion?

Zarate: What we are seeing with our clients is greater efficiency (massive reduction of false positives), effectiveness (discovery of unseen risk), and the ability to use Consilient’s exchange and federated learning and models to interrogate new data sets in ways impossible prior. This becomes all the more important as we have to discover more complex economic security risks in the environment — across regulatory regimes, institutions and borders — and with more and more payment disintermediation. The national economic security landscape is changing rapidly, and data will continue to be harder to move or access due to data privacy, security and sovereignty issues. Consilient’s platform, exchange and library of traveling models solves these issues by enabling dynamic risk management while preserving data privacy and security.

We are expanding Consilient’s work with financial institutions globally and are in discussions with regulators, Central Banks, and Financial Intelligence Units around the world to deploy Consilient as a tool of systemic risk discovery, regulatory oversight, and even audit. Consilient allows us to imagine an environment where different institutions, sectors and even government agencies are able to share insights dynamically to discover problematic or illicit behaviors in financial and commercial payments and transactions. This is game-changing at a time when companies and governments are looking for greater efficiencies and creative, safe ways to deploy AI.”

Hear from high-profile government officials like Department of Defense AI Office Chief Innovation Officer Daniel Holtzman and Acting Navy Chief Technology Officer Justin Fanelli at the 2025 AI Summit , from Potomac Officers Club. Register now !",2025-03-13T07:00:00,"['K2 Integrity', 'Justin Fanelli', 'Daniel Holtzman', 'Juan Zarate', 'Award', 'GovCon Wire', 'Gary Shiffman']","['GCW', 'Financial Intelligence', 'Harex InfoTech', 'Department of Homeland Security', 'Intel', 'Department of Defense AI Office', 'Potomac Officers Club', 'Consilient', 'AML/CFT', 'Zarate', 'AI Summit', 'Central Banks', 'ML', 'Navy', 'Consilient’s', 'Georgetown University', 'AI']",https://www.govconwire.com/2025/03/consilient-financial-crime-prevention-ai-juan-zarate/
OLAF hosts Bosnian Prosecutors and Investigators to Strengthen Cooperation on Financial Crime - European Anti-Fraud Office,"The European Anti-Fraud Office (OLAF) is hosting a delegation of prosecutors and investigators from the Prosecutor’s Office of Bosnia and Herzegovina (BiH) working on economic and financial crime cases. The study visit is taking place in Brussels on 19-20 March and aims at enhancing cooperation between OLAF and BiH in the area of fight against financial crime, money laundering and corruption.

The visit underscores OLAF’s commitment to strengthening partnerships with authorities in EU candidate countries to protect the financial interests of the European Union. Effective collaboration with Bosnian law enforcement is particularly crucial in cases involving cross border financial transactions, fraud and irregularities involving EU funds in Western Balkans and beyond.

During the visit, discussion focuses on best practices for notifying OLAF of suspected fraud, methodologies for collecting and analysing financial crime evidence, and ensuring its legal admissibility. Participants also explore concrete examples of OLAF investigations in candidate countries, providing insights into successful fraud detection and prevention strategies.

A key agenda item is the establishment of an Anti-Fraud Coordination Service (AFCOS) in Bosnia and Herzegovina to streamline cooperation. The discussions further focuses on aligning Bosnian judicial and investigative framework with EU standards for financial protection.

This visit is part of the EU4Justice Project, funded by the European Union with the aim to harmonise BiH’s judicial system with European standards.",2025-03-20T09:06:06,[],"['OLAF', 'the European Union', 'BiH', 'the EU4Justice Project', 'EU', 'Anti-Fraud Coordination Service', 'the Prosecutor’s Office of Bosnia and Herzegovina (BiH']",https://anti-fraud.ec.europa.eu/media-corner/news/olaf-hosts-bosnian-prosecutors-and-investigators-strengthen-cooperation-financial-crime-2025-03-20_en
Fivecast revolutionizes financial crime investigations with AI-driven online insights - GlobeNewswire,"LONDON, March 26, 2025 (GLOBE NEWSWIRE) -- Fivecast today launched its cutting-edge, AI-driven digital intelligence platform into the financial crime compliance market, enabling financial institutions to radically streamline financial crime investigations, anti-money laundering (AML), know your customer (KYC), and enhanced due diligence (EDD) through online data analytics.

Fivecast empowers financial investigation teams to swiftly and efficiently assess customer risk across masses of online information. The Fivecast platform delivers relevant and actionable information from a vast range of online data sources, enabling broad digital footprint discovery combined with in-depth, AI-driven multi-media data analysis. Current sources and methods used for financial intelligence investigations are missing critical, risk-based information about customers, leading financial institutions to grossly underestimate their risk exposure.

The need for accurate, timely, and global data has never been greater. The global regulatory landscape is rapidly changing, demanding new data sources to meet evolving due diligence requirements for AML compliance. This is highlighted in guidance and consent orders from Government agencies and financial regulatory bodies across Europe, the US, and Australia. In 2024, global penalties related to financial crime imposed by U.S. regulators alone surpassed $4.3 billion.

Duane Rivett, Fivecast Co-founder and VP of Strategic Growth, said: “The vastly superior speed and accuracy of our digital intelligence platform streamlines slow, labor-intensive processes in a highly sensitive area for financial institutions. Just as national security agencies use our solutions to analyze extremist or terrorist networks online, banks are doing the same with a slightly different focus on EDD, AML, and KYC.”

Fivecast solutions empower financial investigation units to efficiently and accurately assess a customer’s risk profile to rapidly identify predicate crimes and customer risk exposure and adopt a genuine risk-based approach to compliance while minimizing compliance costs.

About Fivecast:

Fivecast is a world-leading provider of digital intelligence solutions that enable financial institutions to efficiently and accurately assess a customer’s risk profile, uncovering actionable insights critical to reducing business risk while driving down the cost of compliance. Fivecast was born out of a unique collaboration between government agencies and world-leading research institutions to tackle big data challenges like those facing financial institutions today.

www.fivecast.com

Media Contact:

Monica Brink – Sr Director, Marketing

Monica.brink@fivecast.com

A photo accompanying this announcement is available at https://www.globenewswire.com/NewsRoom/AttachmentNg/c3bca299-cead-4de1-9142-e768a865dc69",2025-03-26T07:00:00,"['Monica Brink', 'Duane Rivett']","['Government', 'Fivecast', 'https://www.globenewswire.com/NewsRoom/AttachmentNg/c3bca299-cead-4de1-9142-e768a865dc69', 'EDD', 'GLOBE NEWSWIRE', 'AML', 'KYC']",https://www.globenewswire.com/news-release/2025/03/26/3049317/0/en/Fivecast-revolutionizes-financial-crime-investigations-with-AI-driven-online-insights.html
“Financial Crime Operations”... but not as we know it! | Future of Financial Crime - Deloitte,"The Maltese Anti-Money Laundering Act was adopted in 1994, with the Regulations coming into force in 2018. Since then, we have seen the scale and scope of regulatory expectations continue to expand and escalate, obliging regulated firms to respond through ongoing development of their compliance capabilities.

For many subject persons (SPs), the focus has been on regulatory compliance – attempting to do enough to stay out of the regulator’s gaze. However, where even this limited goal has been achieved with some measure of success, it has often been at the expense of operating efficiency.

Despite the long-held promise of technology – to enable smarter, more targeted controls and reduced operational effort – the reality is that the anti-financial crime capabilities of many organisations have not kept pace with either a rapidly evolving threat landscape or increasing regulatory expectations.

As a result, we have seen a never-ending expansion of manually intensive operational teams to process those activities intended to manage financial crime (FC) risk and ensure compliance. For some SPs, this has included building operations teams offshore in a move to manage spiralling costs. Quite simply, this cost burden is undesirable and unsustainable for many SPs.

Key challenges facing financial crime operations

Beyond simple measures of scale and cost, FC operations are typically plagued by a number of challenges to effective delivery:

Legacy technology - where SPs battle significant data deficiencies and analysts navigate multiple systems that don’t speak with each other;

Repetitive, clumsy customer interactions - where ineffective communications lead to a lack of engagement;

A struggle to attract and retain talent - where high staff turnover leads to a loss of corporate knowledge and the need for repeated training cycles; and

Lack of capacity to absorb inevitable incidents and surges – where SPs become repeatedly struggle to meet regulatory expectations and get stuck in a cycle of remediation.

But with a new generation of emerging and rapidly maturing technology capabilities, could we be on the threshold of a revolution in the way we operationally manage and execute FC compliance obligations? What will FC operations functions look like in the future? And what does this mean for people and the skills they will need?

What’s changing?

In previous blogs in the series, we have looked at some of the upstream shifts we see as critical to a future FC function – taking an intelligence-led, proactive approach to risk management, consolidating relevant internal and external data, connecting FC and monitoring capabilities, and encouraging self-service through digital-first customer journeys.

These shifts will play through into FC operations, leading to a more accurate understanding of customer risk and a reduced volume of higher quality investigations.

In parallel, Gen AI-powered solutions, better technology integration and enhanced use of data will transform the manually intensive operations processes we see today. FIs will need to explore and assess where the greatest impact may be on their operations, cognisant of the associated risks and delivery challenges, not least given the technology and data issues identified above. Objectives may include:

Minimising manual data gathering efforts from internal and external sources;

Intelligent analysis and risk identification;

Improving consistency and quality of outcomes; and

Enhancing feedback loops to monitoring and risk identification.

Collectively, such capabilities will support more efficient investigation and resolution processes, enable resources to focus on the highest and most complex risks, and create better outcomes for both customers and compliance.

What might the future look like

As FC operations become more interconnected, there will be a fundamental shift towards smaller teams with an enhanced skillset and broader capability to assess risks more holistically.

The automation of basic tasks will free up resources, removing duplication and complexity, while low value tasks which are unsuitable for automation will be outsourced. The residual teams will use a more technical skillset and expertise to make better informed risk management decisions.

With a smaller number of more highly skilled individuals, we will see different organisational structures. The factory model will become obsolete; and instead of separate isolated teams working on part of a process, analysts will operate in integrated teams, assessing different types of FC risks across the whole of the customer lifecycle.

Looking ahead, technology- and data-enabled transformation of operations and processes will be a critical priority, and a more desirable approach over offshoring all or parts of the operations function. However, given the capital investment required, we may see further growth in outsourcing FC operations rather than firms looking to develop their own next-generation FC operations capabilities. For the residual operations teams, we will see more engaging, skilled analytical work, delivering better and more sustainable risk outcomes and helping to attract and retain talent more effectively.",2025-04-02T07:00:00,"['FIs', 'Gen AI-powered', 'Regulations']",['FC'],https://www.deloitte.com/mt/en/services/consulting-financial/blogs/financial-crime-operations.html
2025 Financial Crime Report: APAC Edition - Kroll,"With geopolitical uncertainty front of mind, rapidly advancing technology development, particularly in artificial intelligence (AI), the events of the past year have only amplified the challenges of fighting financial crime in the Asia Pacific (APAC) region. Our latest research—based on a survey of executives across the region—can help leaders prepare for what’s next.

Cybersecurity and the use of AI and cryptocurrencies by criminals are seen as key areas of financial crime risk for 2025 across the five APAC countries surveyed. While there was some variation in the level of comfort in the effectiveness of organizations’ compliance programs to address these risks, most executives have concerns about the sufficiency of technology and investment.

Kroll's Financial Crime Report 2025: APAC Edition does a deep dive into trends and findings from senior executives across India, Australia, Japan, Singapore, Hong Kong conducted in Q4 2024.

Key Takeaways

Consistent with global survey findings, cyberattacks, the increased use of AI by cybercriminals and increased complexity of predicate crimes are the top three reasons why respondents expect financial crimes to increase in 2025. The increasing volume, value and complexity of criminal threats combined with rapidly evolving technologies are seen as the top reasons why governments are or will be losing ground in the fight against financial crime.

While advancements in technology are increasing financial crime risks, AI in particular is seen by respondents as a key component in fighting financial crime. The majority of respondents either strongly agreed or agreed that AI developments will benefit their financial crime compliance programs.

In an environment in which financial crime risks are increasing, a very significant proportion of respondents expect enforcement action will increase or remain constant in 2025 and that cooperation between regulators and financial institutions will increase or remain constant.

Anecdotally, there is an increased focus on AML regimes across the APAC region, including a broadening of AML regulations to capture sectors such as real estate, high-value goods dealers and service providers such as lawyers and accountants.",2025-03-18T09:47:26,[],"['APAC Edition', 'APAC', 'Financial Crime Report', 'Kroll', 'AML']",https://www.kroll.com/en/insights/publications/financial-crime-report-2025/apac
How Oracle is using AI to combat financial crime - Computer Weekly,"Oracle is bringing the power of artificial intelligence (AI) to the fight against financial crime, addressing the persistent issue of false positives and high investigation costs plaguing financial institutions.

In an interview with Computer Weekly on the sidelines of Oracle CloudWorld Tour Singapore, Sonny Singh, executive vice-president and general manager of Oracle Financial Services, said traditional rule-based approaches to financial crime detection often generate a deluge of alerts, with “90% of the alerts generated typically false positives”.

“Imagine you were in a business where 90% of the work you were doing was going to result in a waste of time,” said Singh, underscoring the urgency of the problem. “Larger banks could be spending anywhere from $600m to $1bn on the resource costs of these investigations.”

Oracle is tackling the problem through AI in two ways: prioritising alerts for financial crime investigators; and automating investigative processes, such as gathering and enriching data from different sources.

“AI can help you optimise the alerts that you should truly be pursuing,” said Singh, adding that by leveraging AI models and generative AI capabilities, alerts with higher probabilities of indicating criminal activity can be prioritised, allowing investigators to focus their efforts effectively.

On automating investigative processes, Oracle recently introduced agentic AI capabilities in its Investigation Hub service designed to surface key insights, collect evidence and generate alert narratives, providing a view of the entities and transactions under investigation.

To achieve this, Oracle uses graph technology to track layered transactions, a common tactic used by money launderers to obscure the origin and movement of funds. By visualising the flow of funds, investigators can more easily identify suspicious patterns and networks.

Singh said this allows investigators to analyse “higher quality alerts that have a higher propensity to reflect financial crime” while equipped with “much better tools to investigate and identify if this is something that needs to be reported to law enforcement”.

“And when you report to law enforcement, you must fill out reports and generative AI can help you look at all the data, identify elements that should go into that report, and automatically generate those reports that still have human oversight as a final check,” he added.

Addressing concerns about governance and the potential risks of AI agents, Singh said Oracle provides model management capabilities that allow financial institutions to demonstrate transparency and fulfil their regulatory responsibilities by showing how their models are explainable and governed.

Oracle also employs “compliance agents” – AI-powered bad actors – to test the thresholds of a bank’s financial controls and identify vulnerabilities. “They are almost like ethical hackers of your financial controls,” said Singh.

While acknowledging that AI agent technology is still in its early stages, Singh said Oracle is building observability and monitoring capabilities into its AI offerings, ensuring responsible and effective deployment.

“That type of instrumentation has to be built-in, and we are incorporating that where applicable,” Singh said. “We are also learning the process of how this is done. Oracle provides the technological tooling to be able to create observability inside of these applications and we are constantly evolving that capability.”

Singh noted that larger financial institution customers with very stringent data privacy and sovereignty requirements tend to deploy Oracle’s AI capabilities in a private cloud.

“This type of data has reputational elements, and they are very nervous about information about their banks being used as conduits for money laundering, so there’s a lot of focus on keeping this environment very controlled. Many of them will automatically default to doing this inside their datacentres.

“Not all workloads are moving to the cloud, even now,” Singh added, noting that over time, however, large financial institutions will likely progress towards public cloud deployments for their AI workloads.

Besides Oracle, SymphonyAI, a software company that builds AI capabilities for specific industries and use cases, has also been active in the fight against financial crime, having built a technology platform used by major financial institutions to investigate and manage money laundering cases.

Mike Foster, the former CEO of SymphonyAI’s anti-money laundering technology specialist Sensa-NetReveal, told Computer Weekly that the company’s advantage lies not only in its platform, which has a heritage of over 20 years, but also industry expertise and predictive AI models that had been developed within the SymphonyAI business.",2025-03-17T07:00:00,"['Mike Foster', 'Oracle', 'Singh', 'Sonny Singh']","['Sensa-NetReveal', 'Oracle Financial Services', 'Investigation Hub', 'Oracle', 'Computer Weekly', 'Oracle’s AI', 'AI', 'Oracle CloudWorld Tour Singapore']",https://www.computerweekly.com/news/366621012/How-Oracle-is-using-AI-to-combat-financial-crime
IRS to overhaul its tech after finding $21.1 billion in fraud in just two years - Fortune,"© 2025 Fortune Media IP Limited. All Rights Reserved. Use of this site constitutes acceptance of our Terms of Use and Privacy Policy | CA Notice at Collection and Privacy Notice | Do Not Sell/Share My Personal Information

FORTUNE is a trademark of Fortune Media IP Limited, registered in the U.S. and other countries. FORTUNE may receive compensation for some links to products and services on this website. Offers may be subject to change without notice.",2025-03-28T16:38:00,[],['Fortune Media IP Limited'],https://fortune.com/2025/03/28/irs-criminal-investigation-ai-technology-tax-bank-fraud/
Report finds USD 750 billion in illicit funds flowing through Europe - The Paypers,"<a href=""https://news.google.com/rss/articles/CBMivwFBVV95cUxPa3NwQjloekFNd0IwN3c4XzItdm15eWdDdTVNdk1ZcUV2TU1ZSWFQNXlLVy10LXdNOTNWdldWaGUwV0FvVmhfeXNiTHd4czVvWkhZdUJFb2xjRmZOcWNtaG9ZY2YxMmp0Qnk1MTBlYnhaWTVXTlZPQms3X0NhUHZYYW5peF9sZ1RCeEhXd21HTU9nQ0t5bjV4WVFyTVZibUZrWkFfRWZjb3NRc2FObFVZeHNiZFRva2xSbjA5U3lpbw?oc=5"" target=""_blank"">Report finds USD 750 billion in illicit funds flowing through Europe</a>&nbsp;&nbsp;<font color=""#6f6f6f"">The Paypers</font>",2025-04-03T09:28:00,[],[],https://thepaypers.com/online-mobile-banking/report-finds-usd-750-billion-in-illicit-funds-flowing-through-europe--1272984
Kroll's 2025 Financial Crime Report Webinar - Kroll,"The past year has brought significant challenges in the fight against financial crime, from pivotal elections and advancements in AI to escalating geopolitical tensions. This comprehensive report offers actionable insights designed to help leaders navigate these complexities and stay ahead.

Key Findings From the Report Include:

Seventy-one percent of respondents expect financial crime risks to increase in 2025.

Cybersecurity (68%) and the increased use of AI by criminals (61%) are the leading catalysts for risk exposure in the coming year.

As adoption of AI and machine learning advances, only 20% of respondents now exploring these tools see a “very positive impact” on their financial crime compliance frameworks.

Register for a thought-provoking discussion, engage directly with the experts behind the report and gain strategic insights from industry leaders.",2025-03-07T09:46:20,[],[],https://www.kroll.com/en/insights/events/2025/krolls-2025-financial-crime-report-webinar
Credas CEO recommends robust ID verification to fight financial fraud in property market - Biometric Update,"The property market in the UK, like elsewhere, is not spared from financial fraud. But in order to reverse the tides, estate and letting agents must ensure they put in place effective digital ID verification and due diligence systems.

This is according to Tim Barnett, Chief Executive Officer of Credas Technologies, a Cardiff-based digital ID verification and compliance software provider.

His remarks, shared in a news release, come in the wake of findings of the Suspicious Activity Reports (SARs) Annual Report 2023-24 by the UK Financial Intelligence Unit (UKFIU) which indicate that the property market in the UK remains a major target for financial fraudsters. Going by the report, 1,044 SARs were submitted by estate and letting agents in 2023-24, a 9.9 percent increase from the year prior, although this is said to represent only an insignificant number of total SARs.

According to Barnett, estate agents who want to effectively tackle financial fraud challenges in the ever-evolving property market, must make sure they adopt the right anti-money laundering (AML) measures.

“The latest SARs report shows progress, but estate agents must do more. Criminals continue to exploit the property sector, and while reporting has increased, the numbers remain worryingly low. With £240 million in criminal assets denied last year, the financial crime risks in real estate are clear,” Barnett said.

He therefore advises that “estate agents must take their compliance obligations seriously, ensuring they have robust identity verification and due diligence processes in place,” given that “the property sector remains a key battleground in the fight against financial crime.”

Last year, Barnett also share insights on how the UK can strengthen its AML regulations. Early this year, the UK also announced a timeline for the implementation of new measures to better tackle money laundering and corporate fraud.

Meanwhile, in a recent blog post, Credas also made the case for agents to have robust AML check mechanisms in place for the property industry in the UK which has evolved to become one of the most financial crime-prone sectors. For example, a Transparency International UK analysis reveals that about £5.9 billion worth of suspicious money was used to purchase property in the UK through Overseas Territory companies.

Credas argues that because of the high risk of fraud in the sector, estate agents have the obligation to adopt AML and customer due diligence and compliance processes in line with the UK’s Money Laundering Regulation 2017. Such AML checks, he points out, should include proof of identity for the client, source of funds, and proof of ownership for the person selling the property.

Going further, the firm highlights the necessity for estate agents to conduct AML checks for several critical reasons, namely to ensure regulatory compliance, enable agents identify and prevent illegal activities such as money laundering, fraud or terrorism financing, protect their business, and to help prevent organized crime, among other reasons.

The company indicates that among its services, it enables real estate and letting agents seamlessly carry out the required anti-money laundering checks – from ID verification to sanctions screening – when selling a house.

Credas believes respecting AML rules is crucial for the property market. There have been reports of some agents being sanctioned for non-respect of AML rules. In one instance, at least 144 agents were sanctioned for offences committed between October and December 2023, with imposed fines of between £1,250 and £52,000.

Recently, the Council of Europe announced that in collaboration with the Financial Monitoring Center, the Ministry of Justice, the Chamber of Advocates and the State Revenues Committee of Armenia, it held a capacity building event to encourage compliance with AML procedures. The event brought together legal professionals, real estate brokers and gambling service providers in that country.

In order to better check the flow of funds into the global real estate market, Transparency International says it collaborated with the Anti-Corruption Data Collective (ACDC) to develop the Opacity in Real Estate Ownership (OREO) Index, an Index that evaluates the ideal framework to protect real estate markets from suspicious funds.

Article Topics

AML | Credas | digital identity | financial crime | fraud prevention | ID verification | identity proofing | KYC | real estate",2025-04-04T14:21:00,"['Barnett', 'Credas', 'Tim Barnett']","['Credas Technologies', 'the Financial Monitoring Center', 'the State Revenues Committee of Armenia', 'Article Topics\n\nAML', 'the Ministry of Justice', 'the Council of Europe', 'the Anti-Corruption Data Collective', 'Transparency International', 'the Suspicious Activity Reports', 'Financial Intelligence Unit', 'KYC', 'the Chamber of Advocates', 'AML', 'Credas', 'ACDC']",https://www.biometricupdate.com/202504/credas-ceo-recommends-robust-id-verification-to-fight-financial-fraud-in-property-market
NEWS: IRS-CI announces tech initiative to improve collaboration with financial institutions - AML Intelligence,"By PAUL O’DONOGHUE, Senior Correspondent

THE Internal Revenue Service’s criminal investigation unit (IRS-CI) has launched a new initiative to improve collaboration with financial institutions.

The program, Feedback in Response to Strategic Threat (CI-FIRST), was announced Friday. It aims to streamline subpoena requests, provide banks with better data, and speed up financial crime investigations.",2025-04-03T08:12:22,[],"['THE Internal Revenue Service’s', 'PAUL O’DONOGHUE', 'IRS-CI']",https://www.amlintelligence.com/2025/04/news-irs-criminal-investigation-announces-tech-modernization-program/
Europe’s $750bn fraud problem—Can technology turn the tide? - IBS Intelligence,"Europe’s $750bn fraud problem—Can technology turn the tide?

By Gloria Methri

April 03, 2025 AI fraud detection

AML

behavioural analytics Share

Financial crime in Europe has reached alarming levels, with an estimated $750 billion in illicit funds flowing through the continent’s financial system in 2023, according to Nasdaq Verafin’s Financial Crime Insights: Europe report. This staggering figure represents 2.3% of the total European GDP and highlights the scale of fraud, money laundering, and other illicit financial activities threatening global economies.

Digital payment fraud is a significant contributor to this crisis, accounting for $103.6 billion in financial losses across Europe. In the U.S., fraud cases surged 22% year-over-year, underscoring the growing sophistication of cybercriminals who exploit real-time payments and emerging digital financial platforms. From identity theft and account takeovers to synthetic identity fraud, attackers are using advanced tactics to evade detection.

Cross-Border Transactions: A Key Risk

The report reveals that of all illicit funds laundered in Europe, $194.9 billion was moved across borders, demonstrating the vulnerabilities in international financial flows. With the expansion of digital payments and cross-border transactions, regulators and financial institutions face increased challenges in monitoring and preventing fraudulent activity. Criminal networks exploit peer-to-peer payments, cryptocurrency platforms, and real-time banking services, making illicit funds harder to trace and recover.

AI and Machine Learning in Fraud Detection

To combat rising fraud, banks and payment providers are leveraging AI and machine learning to enhance real-time fraud detection. Behavioral analytics and biometric authentication, such as fingerprint and facial recognition, are being integrated into payment systems to prevent unauthorised transactions. Additionally, regulatory bodies are tightening compliance measures, with PSD2 regulations in Europe and similar frameworks in the U.S. reinforcing the need for stricter anti-fraud protocols.

“Banks, borders, or regulations do not bind criminals,” said Stephanie Champion, EVP and Head of Nasdaq Verafin. “By aligning on shared goals, financial institutions can strengthen economies and safeguard the global financial system from harm.”

Governments, banks, and regulators are increasingly collaborating through data-sharing alliances and fraud intelligence networks to counter financial crime. Law enforcement agencies are cracking down on cybercrime syndicates, dismantling fraud rings, and arresting key operatives. However, as digital payments evolve, fraudsters are becoming more adaptive, requiring continuous advancements in security infrastructure.

With illicit financial activity accelerating, financial institutions must prioritise data-driven strategies, AI-driven fraud prevention, and global cooperation. Nasdaq Verafin’s report emphasises the importance of stakeholder alignment and advanced technology innovation to curb financial crime.

The challenge ahead is balancing convenience and security in digital payments while staying ahead of cybercriminals. The financial industry must act decisively to reinforce trust in digital transactions and ensure a safer, more secure financial ecosystem worldwide.",2025-04-03T11:58:11,"['750bn', 'Gloria Methri', 'Nasdaq Verafin’s', 'Machine Learning', 'Stephanie Champion']","['EVP', 'AI', 'Digital', 'Nasdaq Verafin’s Financial Crime Insights: Europe']",https://ibsintelligence.com/ibsi-news/financial-crime-in-europe-surges-where-did-750bn-in-dirty-money-go/
Financial fraud is one of the top crime issues in St. Johns County - News4JAX,"MORNING SHOW

Financial fraud is one of the top crime issues in St. Johns County

Published: April 4, 2025 at 10:43 AM

The St. Johns County Sheriff's Office says one of the top issues in the county is financial fraud. An investigator shares the most common schemes targeting people in the county -- and how to protect your money.",2025-04-04T14:43:09,[],"[""The St. Johns County Sheriff's Office""]",https://www.news4jax.com/video/news/morning-show/2025/04/04/financial-fraud-is-one-of-the-top-crime-issues-in-st-johns-county/
